Cep;Latitude;Longitude;UF;Cidade
57604094;-9,4120373;-36,6322917;AL;PALMEIRA DOS ÍNDIOS
57604095;-9,4098938;-36,6459791;AL;PALMEIRA DOS ÍNDIOS
57604096;-9,4286496;-36,6246075;AL;PALMEIRA DOS ÍNDIOS
57604097;-9,4082693;-36,6257134;AL;PALMEIRA DOS ÍNDIOS
57604098;-9,4120373;-36,6322917;AL;PALMEIRA DOS ÍNDIOS
57604100;-9,4267306;-36,6218276;AL;PALMEIRA DOS ÍNDIOS
57604104;-9,4197587;-36,6304689;AL;PALMEIRA DOS ÍNDIOS
57604105;-9,4289988;-36,6223318;AL;PALMEIRA DOS ÍNDIOS
57604106;-9,4120373;-36,6322917;AL;PALMEIRA DOS ÍNDIOS
57604108;-9,4110905;-36,6260199;AL;
57604110;-9,4280021;-36,6198978;AL;PALMEIRA DOS ÍNDIOS
57604112;-9,4110905;-36,6260199;AL;
57604115;-9,4284261;-36,6204009;AL;PALMEIRA DOS ÍNDIOS
57604116;-9,4259733;-36,6293664;AL;PALMEIRA DOS ÍNDIOS
57604118;-9,4101037;-36,6459063;AL;PALMEIRA DOS ÍNDIOS
57604120;-9,428276;-36,6213616;AL;PALMEIRA DOS ÍNDIOS
57604125;-9,4286117;-36,6194301;AL;PALMEIRA DOS ÍNDIOS
57604127;-9,406106;-36,6331433;AL;
57604130;-9,4286493;-36,6218673;AL;PALMEIRA DOS ÍNDIOS
57604132;-9,406106;-36,6331433;AL;
57604134;-9,4259733;-36,6293664;AL;
57604250;-9,4107274;-36,6240118;AL;PALMEIRA DOS ÍNDIOS
57604252;-9,4181255;-36,6306938;AL;PALMEIRA DOS ÍNDIOS
57604254;-9,406106;-36,6331433;AL;
57604256;-9,4161581;-36,6383482;AL;PALMEIRA DOS ÍNDIOS
57604258;-9,4186131;-36,6436969;AL;PALMEIRA DOS ÍNDIOS
57604260;-9,4120373;-36,6322917;AL;PALMEIRA DOS ÍNDIOS
57604262;-9,4120373;-36,6322917;AL;PALMEIRA DOS ÍNDIOS
57604264;-9,4091585;-36,6303492;AL;PALMEIRA DOS ÍNDIOS
57604266;-9,404602;-36,6238571;AL;PALMEIRA DOS ÍNDIOS
57604268;-9,4098422;-36,621072;AL;PALMEIRA DOS ÍNDIOS
57604272;-9,4035423;-36,6226574;AL;PALMEIRA DOS ÍNDIOS
57604274;-9,4130502;-36,6308111;AL;
57604510;-9,406106;-36,6331433;AL;PALMEIRA DOS ÍNDIOS
57604514;-9,406106;-36,6331433;AL;PALMEIRA DOS ÍNDIOS
57604518;-9,406106;-36,6331433;AL;PALMEIRA DOS ÍNDIOS
57604522;-9,406106;-36,6331433;AL;PALMEIRA DOS ÍNDIOS
57604526;-9,406106;-36,6331433;AL;PALMEIRA DOS ÍNDIOS
57604530;-9,406106;-36,6331433;AL;PALMEIRA DOS ÍNDIOS
57604575;-9,406106;-36,6331433;AL;
57604577;-9,406106;-36,6331433;AL;
57604579;-9,406106;-36,6331433;AL;
57604581;-9,4114873;-36,6514904;AL;
57604583;-9,4080568;-36,6299264;AL;
57604585;-9,406106;-36,6331433;AL;
57604587;-9,406106;-36,6331433;AL;
57604589;-9,4110905;-36,6260199;AL;
57604591;-9,4110905;-36,6260199;AL;
57604593;-9,406106;-36,6331433;AL;
57604599;-9,4120373;-36,6322917;AL;
57604603;-9,410448;-36,627253;AL;
57604605;-9,409073;-36,6286764;AL;
57604607;-9,4103796;-36,6271674;AL;
57604609;-9,4090838;-36,6286643;AL;
57604611;-9,4081071;-36,6299226;AL;
57604613;-9,4104484;-36,6272525;AL;
57604615;-9,4081071;-36,6299226;AL;
57604617;-9,4090264;-36,6285588;AL;
57604619;-9,4087755;-36,6286252;AL;
57604621;-9,4090946;-36,6286522;AL;
57604623;-9,4090166;-36,6285725;AL;
57604625;-9,4091054;-36,6286401;AL;
57604627;-9,4081071;-36,6299226;AL;
57604629;-9,4081071;-36,6299226;AL;
57604631;-9,4081071;-36,6299226;AL;
57604633;-9,4081071;-36,6299226;AL;
57604635;-9,4081071;-36,6299226;AL;
57604637;-9,4083163;-36,6317708;AL;
57604639;-9,4081071;-36,6299226;AL;
57604641;-9,4081071;-36,6299226;AL;
57604643;-9,4081071;-36,6299226;AL;
57604645;-9,4081071;-36,6299226;AL;
57604647;-9,4081071;-36,6299226;AL;
57604649;-9,4090984;-36,6284633;AL;
57604650;-9,4278721;-36,6300321;AL;PALMEIRA DOS ÍNDIOS
57604651;-9,4081071;-36,6299226;AL;
57604652;-9,406106;-36,6331433;AL;PALMEIRA DOS ÍNDIOS
57604654;-9,4278721;-36,6300321;AL;PALMEIRA DOS ÍNDIOS
57604656;-9,406106;-36,6331433;AL;PALMEIRA DOS ÍNDIOS
57604658;-9,4265442;-36,6293129;AL;PALMEIRA DOS ÍNDIOS
57604660;-9,406106;-36,6331433;AL;PALMEIRA DOS ÍNDIOS
57604662;-9,406106;-36,6331433;AL;PALMEIRA DOS ÍNDIOS
57604664;-9,406106;-36,6331433;AL;PALMEIRA DOS ÍNDIOS
57604668;-9,406106;-36,6331433;AL;PALMEIRA DOS ÍNDIOS
57604670;-9,4290037;-36,6299779;AL;PALMEIRA DOS ÍNDIOS
57604672;-9,4293244;-36,6296791;AL;PALMEIRA DOS ÍNDIOS
57604674;-9,4296738;-36,6293553;AL;PALMEIRA DOS ÍNDIOS
57604676;-9,4300731;-36,6291037;AL;PALMEIRA DOS ÍNDIOS
57604678;-9,406106;-36,6331433;AL;PALMEIRA DOS ÍNDIOS
57604680;-9,406106;-36,6331433;AL;PALMEIRA DOS ÍNDIOS
57604682;-9,406106;-36,6331433;AL;PALMEIRA DOS ÍNDIOS
57604684;-9,406106;-36,6331433;AL;PALMEIRA DOS ÍNDIOS
57604686;-9,406106;-36,6331433;AL;PALMEIRA DOS ÍNDIOS
57604688;-9,406106;-36,6331433;AL;PALMEIRA DOS ÍNDIOS
57604690;-9,406106;-36,6331433;AL;PALMEIRA DOS ÍNDIOS
57604692;-9,406106;-36,6331433;AL;PALMEIRA DOS ÍNDIOS
57604694;-9,406106;-36,6331433;AL;PALMEIRA DOS ÍNDIOS
57604696;-9,406106;-36,6331433;AL;PALMEIRA DOS ÍNDIOS
57604698;-9,406106;-36,6331433;AL;PALMEIRA DOS ÍNDIOS
57604700;-9,406106;-36,6331433;AL;PALMEIRA DOS ÍNDIOS
57604702;-9,406106;-36,6331433;AL;
57604704;-9,406106;-36,6331433;AL;
57604706;-9,4107486;-36,6267358;AL;
57604708;-9,4080787;-36,6299182;AL;
57604710;-9,4080787;-36,6299182;AL;
57604800;-9,406106;-36,6331433;AL;PALMEIRA DOS ÍNDIOS
57604802;-9,406106;-36,6331433;AL;PALMEIRA DOS ÍNDIOS
57604804;-9,4276193;-36,6297674;AL;PALMEIRA DOS ÍNDIOS
57604806;-9,406106;-36,6331433;AL;PALMEIRA DOS ÍNDIOS
57604808;-9,4279524;-36,6293547;AL;PALMEIRA DOS ÍNDIOS
57604810;-9,4259733;-36,6293664;AL;PALMEIRA DOS ÍNDIOS
57604812;-9,406106;-36,6331433;AL;PALMEIRA DOS ÍNDIOS
57604816;-9,406106;-36,6331433;AL;PALMEIRA DOS ÍNDIOS
57604818;-9,406106;-36,6331433;AL;PALMEIRA DOS ÍNDIOS
57604819;-9,4286287;-36,6288167;AL;PALMEIRA DOS ÍNDIOS
57605002;-9,4143359;-36,6229367;AL;PALMEIRA DOS ÍNDIOS
57605004;-9,4159227;-36,6242105;AL;PALMEIRA DOS ÍNDIOS
57605006;-9,4154888;-36,6209674;AL;PALMEIRA DOS ÍNDIOS
57605008;-9,4160056;-36,622268;AL;
57605010;-9,4135456;-36,6204353;AL;PALMEIRA DOS ÍNDIOS
57605013;-9,4066508;-36,6254082;AL;PALMEIRA DOS ÍNDIOS
57605015;-9,4140757;-36,6188473;AL;PALMEIRA DOS ÍNDIOS
57605020;-9,4147538;-36,6190289;AL;PALMEIRA DOS ÍNDIOS
57605021;-9,4156515;-36,6181939;AL;PALMEIRA DOS ÍNDIOS
57605025;-9,406106;-36,6331433;AL;PALMEIRA DOS ÍNDIOS
57605030;-9,4157405;-36,6191166;AL;PALMEIRA DOS ÍNDIOS
57605035;-9,4162548;-36,619537;AL;PALMEIRA DOS ÍNDIOS
57605040;-9,4170002;-36,6191269;AL;PALMEIRA DOS ÍNDIOS
57605045;-9,4165767;-36,6193596;AL;PALMEIRA DOS ÍNDIOS
57605047;-9,4199375;-36,6232339;AL;PALMEIRA DOS ÍNDIOS
57605060;-9,4107531;-36,613457;AL;PALMEIRA DOS ÍNDIOS
57605070;-9,4089277;-36,6128683;AL;PALMEIRA DOS ÍNDIOS
57605075;-9,4204178;-36,6200541;AL;PALMEIRA DOS ÍNDIOS
57605080;-9,4097244;-36,6135919;AL;PALMEIRA DOS ÍNDIOS
57605090;-9,406106;-36,6331433;AL;PALMEIRA DOS ÍNDIOS
57605100;-9,4102116;-36,6140543;AL;PALMEIRA DOS ÍNDIOS
57605105;-9,406106;-36,6331433;AL;PALMEIRA DOS ÍNDIOS
57605110;-9,406106;-36,6331433;AL;PALMEIRA DOS ÍNDIOS
57605120;-9,4104951;-36,6154634;AL;PALMEIRA DOS ÍNDIOS
57605125;-9,406106;-36,6331433;AL;PALMEIRA DOS ÍNDIOS
57605130;-9,4093999;-36,6147215;AL;PALMEIRA DOS ÍNDIOS
57606002;-9,4208858;-36,6370871;AL;PALMEIRA DOS ÍNDIOS
57606003;-9,4215652;-36,6378216;AL;PALMEIRA DOS ÍNDIOS
57606005;-9,4204082;-36,6400581;AL;PALMEIRA DOS ÍNDIOS
57606006;-9,4210709;-36,6409872;AL;PALMEIRA DOS ÍNDIOS
57606007;-9,4278228;-36,6200354;AL;PALMEIRA DOS ÍNDIOS
57606008;-9,4217499;-36,64054;AL;PALMEIRA DOS ÍNDIOS
57606009;-9,4217635;-36,6400336;AL;PALMEIRA DOS ÍNDIOS
57606010;-9,4219328;-36,6383959;AL;PALMEIRA DOS ÍNDIOS
57606011;-9,4105532;-36,6514865;AL;PALMEIRA DOS ÍNDIOS
57606012;-9,409977;-36,6330899;AL;PALMEIRA DOS ÍNDIOS
57606013;-9,4259733;-36,6293664;AL;PALMEIRA DOS ÍNDIOS
57606016;-9,4231249;-36,638607;AL;PALMEIRA DOS ÍNDIOS
57606020;-9,4229302;-36,6387944;AL;PALMEIRA DOS ÍNDIOS
57606025;-9,4217499;-36,64054;AL;PALMEIRA DOS ÍNDIOS
57606030;-9,4258014;-36,6405483;AL;PALMEIRA DOS ÍNDIOS
57606040;-9,4258014;-36,6405483;AL;PALMEIRA DOS ÍNDIOS
57606045;-9,4286808;-36,6375053;AL;PALMEIRA DOS ÍNDIOS
57606050;-9,4244265;-36,6386118;AL;PALMEIRA DOS ÍNDIOS
57606055;-9,4139079;-36,637517;AL;PALMEIRA DOS ÍNDIOS
57606056;-9,4242115;-36,6399045;AL;PALMEIRA DOS ÍNDIOS
57606057;-9,4259681;-36,6367849;AL;PALMEIRA DOS ÍNDIOS
57606060;-9,4246621;-36,6402753;AL;PALMEIRA DOS ÍNDIOS
57606065;-9,4250405;-36,6406419;AL;PALMEIRA DOS ÍNDIOS
57606067;-9,424957;-36,6416818;AL;PALMEIRA DOS ÍNDIOS
57606070;-9,424957;-36,6416818;AL;PALMEIRA DOS ÍNDIOS
57606073;-9,4242115;-36,6399045;AL;
57606080;-9,4074456;-36,6506824;AL;PALMEIRA DOS ÍNDIOS
57606085;-9,4196063;-36,6359322;AL;PALMEIRA DOS ÍNDIOS
57606090;-9,4246847;-36,639226;AL;PALMEIRA DOS ÍNDIOS
57606092;-9,4253931;-36,6384957;AL;PALMEIRA DOS ÍNDIOS
57606095;-9,4222604;-36,6390814;AL;PALMEIRA DOS ÍNDIOS
57606100;-9,423245;-36,6415828;AL;PALMEIRA DOS ÍNDIOS
57606102;-9,4227375;-36,6422355;AL;PALMEIRA DOS ÍNDIOS
57606104;-9,4228385;-36,6413102;AL;PALMEIRA DOS ÍNDIOS
57606106;-9,4120373;-36,6322917;AL;PALMEIRA DOS ÍNDIOS
57606110;-9,4230418;-36,6414465;AL;PALMEIRA DOS ÍNDIOS
57606272;-9,4242115;-36,6399045;AL;
57606274;-9,4242115;-36,6399045;AL;
57606276;-9,4242115;-36,6399045;AL;
57606278;-9,4096465;-36,6357228;AL;PALMEIRA DOS ÍNDIOS
57606280;-9,4195936;-36,6381836;AL;PALMEIRA DOS ÍNDIOS
57606282;-9,4114873;-36,6514904;AL;PALMEIRA DOS ÍNDIOS
57606284;-9,418354;-36,6308072;AL;PALMEIRA DOS ÍNDIOS
57606286;-9,4120373;-36,6322917;AL;PALMEIRA DOS ÍNDIOS
57606288;-9,4120373;-36,6322917;AL;PALMEIRA DOS ÍNDIOS
57606290;-9,4088959;-36,6244699;AL;PALMEIRA DOS ÍNDIOS
57606292;-9,404602;-36,6238571;AL;PALMEIRA DOS ÍNDIOS
57606294;-9,4120373;-36,6322917;AL;PALMEIRA DOS ÍNDIOS
57606296;-9,4000335;-36,6250477;AL;PALMEIRA DOS ÍNDIOS
57606298;-9,4120373;-36,6322917;AL;PALMEIRA DOS ÍNDIOS
57606300;-9,4120373;-36,6322917;AL;PALMEIRA DOS ÍNDIOS
57606302;-9,4034264;-36,6609826;AL;PALMEIRA DOS ÍNDIOS
57606304;-9,4082693;-36,6257134;AL;PALMEIRA DOS ÍNDIOS
57606306;-9,4120373;-36,6322917;AL;PALMEIRA DOS ÍNDIOS
57606309;-9,4120373;-36,6322917;AL;PALMEIRA DOS ÍNDIOS
57607010;-9,4121229;-36,6449395;AL;PALMEIRA DOS ÍNDIOS
57607020;-9,410866;-36,6453006;AL;PALMEIRA DOS ÍNDIOS
57607030;-9,4157506;-36,6362511;AL;PALMEIRA DOS ÍNDIOS
57607040;-9,4155916;-36,6365977;AL;PALMEIRA DOS ÍNDIOS
57607050;-9,4154291;-36,6369515;AL;PALMEIRA DOS ÍNDIOS
57607055;-9,4146636;-36,6370151;AL;PALMEIRA DOS ÍNDIOS
57607060;-9,415132;-36,6376142;AL;PALMEIRA DOS ÍNDIOS
57607070;-9,4149654;-36,6378935;AL;PALMEIRA DOS ÍNDIOS
57607080;-9,4148285;-36,6381902;AL;PALMEIRA DOS ÍNDIOS
57607090;-9,4146835;-36,6384852;AL;PALMEIRA DOS ÍNDIOS
57607100;-9,4145488;-36,6387863;AL;PALMEIRA DOS ÍNDIOS
57607110;-9,4153163;-36,6395499;AL;PALMEIRA DOS ÍNDIOS
57607120;-9,4150653;-36,6401676;AL;PALMEIRA DOS ÍNDIOS
57607130;-9,4140047;-36,6400511;AL;PALMEIRA DOS ÍNDIOS
57607140;-9,4138625;-36,640352;AL;PALMEIRA DOS ÍNDIOS
57607150;-9,4140626;-36,6407262;AL;PALMEIRA DOS ÍNDIOS
57607160;-9,413596;-36,64095;AL;PALMEIRA DOS ÍNDIOS
57607170;-9,4134631;-36,6412412;AL;PALMEIRA DOS ÍNDIOS
57607180;-9,413319;-36,6415569;AL;PALMEIRA DOS ÍNDIOS
57607190;-9,4136757;-36,6421219;AL;PALMEIRA DOS ÍNDIOS
57607200;-9,4137798;-36,6448426;AL;PALMEIRA DOS ÍNDIOS
57607201;-9,4132422;-36,6439059;AL;PALMEIRA DOS ÍNDIOS
57607202;-9,4137073;-36,6440296;AL;PALMEIRA DOS ÍNDIOS
57607203;-9,4143181;-36,6441837;AL;PALMEIRA DOS ÍNDIOS
57607205;-9,406106;-36,6331433;AL;PALMEIRA DOS ÍNDIOS
57607206;-9,4142049;-36,64383;AL;PALMEIRA DOS ÍNDIOS
57607207;-9,4141167;-36,6433284;AL;PALMEIRA DOS ÍNDIOS
57607210;-9,4140423;-36,645411;AL;PALMEIRA DOS ÍNDIOS
57607220;-9,4132542;-36,6454677;AL;PALMEIRA DOS ÍNDIOS
57607230;-9,4165141;-36,6371667;AL;PALMEIRA DOS ÍNDIOS
57607240;-9,406106;-36,6331433;AL;PALMEIRA DOS ÍNDIOS
57607243;-9,4135915;-36,6347797;AL;PALMEIRA DOS ÍNDIOS
57607250;-9,4161581;-36,6383482;AL;PALMEIRA DOS ÍNDIOS
57607255;-9,4176108;-36,63838;AL;PALMEIRA DOS ÍNDIOS
57607260;-9,4163575;-36,639092;AL;PALMEIRA DOS ÍNDIOS
57607265;-9,4163834;-36,6391089;AL;PALMEIRA DOS ÍNDIOS
57607280;-9,4165741;-36,6408934;AL;PALMEIRA DOS ÍNDIOS
57607290;-9,4128853;-36,6448525;AL;PALMEIRA DOS ÍNDIOS
57607300;-9,418029;-36,6419702;AL;PALMEIRA DOS ÍNDIOS
57607302;-9,4133098;-36,6454929;AL;PALMEIRA DOS ÍNDIOS
57607305;-9,4177213;-36,6416097;AL;PALMEIRA DOS ÍNDIOS
57607310;-9,4140423;-36,645411;AL;PALMEIRA DOS ÍNDIOS
57607320;-9,419065;-36,6404364;AL;PALMEIRA DOS ÍNDIOS
57607330;-9,4198335;-36,6417764;AL;PALMEIRA DOS ÍNDIOS
57607340;-9,4205457;-36,6429832;AL;PALMEIRA DOS ÍNDIOS
57607350;-9,4196891;-36,6425075;AL;PALMEIRA DOS ÍNDIOS
57607360;-9,406106;-36,6331433;AL;PALMEIRA DOS ÍNDIOS
57607370;-9,4193175;-36,6446243;AL;PALMEIRA DOS ÍNDIOS
57607371;-9,4189962;-36,6450767;AL;PALMEIRA DOS ÍNDIOS
57607372;-9,4186847;-36,6448927;AL;PALMEIRA DOS ÍNDIOS
57607373;-9,4217635;-36,6400336;AL;PALMEIRA DOS ÍNDIOS
57607374;-9,4193203;-36,6452745;AL;PALMEIRA DOS ÍNDIOS
57607375;-9,4191583;-36,6451756;AL;PALMEIRA DOS ÍNDIOS
57607376;-9,4199684;-36,6456496;AL;PALMEIRA DOS ÍNDIOS
57607378;-9,4189962;-36,6450767;AL;PALMEIRA DOS ÍNDIOS
57607380;-9,4186131;-36,6436969;AL;PALMEIRA DOS ÍNDIOS
57607385;-9,4186131;-36,6436969;AL;PALMEIRA DOS ÍNDIOS
57607390;-9,4186131;-36,6436969;AL;PALMEIRA DOS ÍNDIOS
57607400;-9,42005;-36,6449899;AL;PALMEIRA DOS ÍNDIOS
57607405;-9,42005;-36,6449899;AL;PALMEIRA DOS ÍNDIOS
57607410;-9,406106;-36,6331433;AL;PALMEIRA DOS ÍNDIOS
57607415;-9,406106;-36,6331433;AL;PALMEIRA DOS ÍNDIOS
57607420;-9,406106;-36,6331433;AL;PALMEIRA DOS ÍNDIOS
57607430;-9,4196499;-36,6381793;AL;PALMEIRA DOS ÍNDIOS
57607440;-9,406106;-36,6331433;AL;PALMEIRA DOS ÍNDIOS
57607450;-9,4198335;-36,6417764;AL;PALMEIRA DOS ÍNDIOS
57607460;-9,418088;-36,6401185;AL;PALMEIRA DOS ÍNDIOS
57607465;-9,4186745;-36,6399907;AL;PALMEIRA DOS ÍNDIOS
57607470;-9,417498;-36,6402267;AL;PALMEIRA DOS ÍNDIOS
57607475;-9,4182021;-36,6397792;AL;PALMEIRA DOS ÍNDIOS
57607477;-9,4174529;-36,6403168;AL;PALMEIRA DOS ÍNDIOS
57607480;-9,4170694;-36,6400121;AL;PALMEIRA DOS ÍNDIOS
57607485;-9,4165741;-36,6408934;AL;PALMEIRA DOS ÍNDIOS
57607490;-9,4293244;-36,6296791;AL;PALMEIRA DOS ÍNDIOS
57607495;-9,4234178;-36,6459992;AL;PALMEIRA DOS ÍNDIOS
57607500;-9,4165648;-36,6378947;AL;PALMEIRA DOS ÍNDIOS
57607510;-9,4180675;-36,6364287;AL;PALMEIRA DOS ÍNDIOS
57607515;-9,4180675;-36,6364287;AL;PALMEIRA DOS ÍNDIOS
57607520;-9,4178415;-36,6367063;AL;PALMEIRA DOS ÍNDIOS
57607525;-9,4227933;-36,6437729;AL;PALMEIRA DOS ÍNDIOS
57607530;-9,41958;-36,6377907;AL;PALMEIRA DOS ÍNDIOS
57607535;-9,4194332;-36,6388945;AL;PALMEIRA DOS ÍNDIOS
57607540;-9,4196337;-36,6372752;AL;PALMEIRA DOS ÍNDIOS
57607545;-9,4064291;-36,6495375;AL;PALMEIRA DOS ÍNDIOS
57607550;-9,4217545;-36,6378866;AL;PALMEIRA DOS ÍNDIOS
57607555;-9,4207802;-36,637727;AL;PALMEIRA DOS ÍNDIOS
57607556;-9,4200474;-36,6398671;AL;PALMEIRA DOS ÍNDIOS
57607558;-9,4198423;-36,6400295;AL;PALMEIRA DOS ÍNDIOS
57607560;-9,4224061;-36,6376409;AL;PALMEIRA DOS ÍNDIOS
57607562;-9,4189352;-36,6369157;AL;PALMEIRA DOS ÍNDIOS
57607564;-9,4200975;-36,6422297;AL;PALMEIRA DOS ÍNDIOS
57607565;-9,406106;-36,6331433;AL;PALMEIRA DOS ÍNDIOS
57607570;-9,4187358;-36,6357317;AL;PALMEIRA DOS ÍNDIOS
57607580;-9,4215456;-36,6358683;AL;PALMEIRA DOS ÍNDIOS
57607590;-9,4251238;-36,6381159;AL;PALMEIRA DOS ÍNDIOS
57607604;-9,4209178;-36,6403227;AL;PALMEIRA DOS ÍNDIOS
57607605;-9,4217499;-36,64054;AL;PALMEIRA DOS ÍNDIOS
57607610;-9,4262181;-36,6390066;AL;PALMEIRA DOS ÍNDIOS
57607615;-9,424957;-36,6416818;AL;PALMEIRA DOS ÍNDIOS
57607620;-9,4219869;-36,6432314;AL;PALMEIRA DOS ÍNDIOS
57607630;-9,4220132;-36,6443702;AL;PALMEIRA DOS ÍNDIOS
57607640;-9,4218417;-36,6434761;AL;PALMEIRA DOS ÍNDIOS
57607645;-9,421602;-36,6438618;AL;PALMEIRA DOS ÍNDIOS
57607650;-9,4202857;-36,6458209;AL;PALMEIRA DOS ÍNDIOS
57607652;-9,4202857;-36,6458209;AL;PALMEIRA DOS ÍNDIOS
57607654;-9,4202857;-36,6458209;AL;PALMEIRA DOS ÍNDIOS
57607655;-9,42465;-36,6472726;AL;PALMEIRA DOS ÍNDIOS
57607656;-9,4202857;-36,6458209;AL;PALMEIRA DOS ÍNDIOS
57607658;-9,4120373;-36,6322917;AL;PALMEIRA DOS ÍNDIOS
57607659;-9,4120373;-36,6322917;AL;PALMEIRA DOS ÍNDIOS
57607660;-9,424399;-36,648411;AL;PALMEIRA DOS ÍNDIOS
57607665;-9,4276912;-36,6356501;AL;PALMEIRA DOS ÍNDIOS
57607670;-9,406106;-36,6331433;AL;PALMEIRA DOS ÍNDIOS
57607675;-9,42465;-36,6472726;AL;PALMEIRA DOS ÍNDIOS
57607680;-9,4259501;-36,6471392;AL;PALMEIRA DOS ÍNDIOS
57607683;-9,4120373;-36,6322917;AL;PALMEIRA DOS ÍNDIOS
57607685;-9,4120373;-36,6322917;AL;PALMEIRA DOS ÍNDIOS
57607687;-9,4120373;-36,6322917;AL;PALMEIRA DOS ÍNDIOS
57607690;-9,419475;-36,6401373;AL;
57607700;-9,4120373;-36,6322917;AL;PALMEIRA DOS ÍNDIOS
57607710;-9,4104056;-36,6374456;AL;PALMEIRA DOS ÍNDIOS
57607720;-9,4204082;-36,6400581;AL;PALMEIRA DOS ÍNDIOS
57607725;-9,4204082;-36,6400581;AL;PALMEIRA DOS ÍNDIOS
57607740;-9,4205196;-36,6359993;AL;PALMEIRA DOS ÍNDIOS
57608040;-9,4098938;-36,6459791;AL;PALMEIRA DOS ÍNDIOS
57608045;-9,4105919;-36,6452584;AL;PALMEIRA DOS ÍNDIOS
57608050;-9,4102263;-36,6510015;AL;PALMEIRA DOS ÍNDIOS
57608060;-9,4064689;-36,6503132;AL;PALMEIRA DOS ÍNDIOS
57608070;-9,4017305;-36,6591576;AL;PALMEIRA DOS ÍNDIOS
57608080;-9,4064291;-36,6495375;AL;PALMEIRA DOS ÍNDIOS
57608090;-9,4067209;-36,6500443;AL;PALMEIRA DOS ÍNDIOS
57608110;-9,4071509;-36,6501777;AL;PALMEIRA DOS ÍNDIOS
57608115;-9,4071624;-36,6501638;AL;PALMEIRA DOS ÍNDIOS
57608120;-9,4075625;-36,6503394;AL;PALMEIRA DOS ÍNDIOS
57608125;-9,4000672;-36,6599038;AL;
57608127;-9,406272;-36,6298746;AL;
57608130;-9,4101553;-36,6424028;AL;
57608150;-9,4079668;-36,6505711;AL;PALMEIRA DOS ÍNDIOS
57608170;-9,4083892;-36,6507208;AL;PALMEIRA DOS ÍNDIOS
57608180;-9,4158775;-36,6352013;AL;PALMEIRA DOS ÍNDIOS
57608185;-9,4088959;-36,6244699;AL;PALMEIRA DOS ÍNDIOS
57608190;-9,4096535;-36,6513986;AL;PALMEIRA DOS ÍNDIOS
57608200;-9,4101772;-36,639251;AL;PALMEIRA DOS ÍNDIOS
57608210;-9,4101503;-36,6512576;AL;PALMEIRA DOS ÍNDIOS
57608220;-9,4106723;-36,6518668;AL;PALMEIRA DOS ÍNDIOS
57608230;-9,4107862;-36,6518987;AL;PALMEIRA DOS ÍNDIOS
57608240;-9,4110323;-36,6515332;AL;PALMEIRA DOS ÍNDIOS
57608250;-9,4114873;-36,6514904;AL;PALMEIRA DOS ÍNDIOS
57608260;-9,4113934;-36,6519585;AL;PALMEIRA DOS ÍNDIOS
57608270;-9,4118849;-36,652005;AL;PALMEIRA DOS ÍNDIOS
57608280;-9,41314;-36,6524305;AL;PALMEIRA DOS ÍNDIOS
57608290;-9,4129284;-36,6521435;AL;PALMEIRA DOS ÍNDIOS
57608300;-9,4138408;-36,6539794;AL;PALMEIRA DOS ÍNDIOS
57608310;-9,414608;-36,6528175;AL;PALMEIRA DOS ÍNDIOS
57608320;-9,4101553;-36,6424028;AL;PALMEIRA DOS ÍNDIOS
57608330;-9,406106;-36,6331433;AL;PALMEIRA DOS ÍNDIOS
57608340;-9,4146162;-36,6548399;AL;PALMEIRA DOS ÍNDIOS
57608350;-9,4144788;-36,6532383;AL;PALMEIRA DOS ÍNDIOS
57608360;-9,4148444;-36,6537924;AL;PALMEIRA DOS ÍNDIOS
57608370;-9,4147553;-36,6542867;AL;PALMEIRA DOS ÍNDIOS
57608372;-9,406106;-36,6331433;AL;PALMEIRA DOS ÍNDIOS
57608374;-9,406106;-36,6331433;AL;PALMEIRA DOS ÍNDIOS
57608375;-9,4168421;-36,6566807;AL;PALMEIRA DOS ÍNDIOS
57608376;-9,406106;-36,6331433;AL;PALMEIRA DOS ÍNDIOS
57608378;-9,406106;-36,6331433;AL;PALMEIRA DOS ÍNDIOS
57608380;-9,4077972;-36,6463623;AL;PALMEIRA DOS ÍNDIOS
57608382;-9,406106;-36,6331433;AL;PALMEIRA DOS ÍNDIOS
57608383;-9,4035423;-36,6226574;AL;PALMEIRA DOS ÍNDIOS
57608385;-9,406106;-36,6331433;AL;PALMEIRA DOS ÍNDIOS
57608387;-9,4104951;-36,6154634;AL;PALMEIRA DOS ÍNDIOS
57608388;-9,406106;-36,6331433;AL;PALMEIRA DOS ÍNDIOS
57608390;-9,4070864;-36,6559165;AL;PALMEIRA DOS ÍNDIOS
57608400;-9,4006032;-36,660956;AL;PALMEIRA DOS ÍNDIOS
57608405;-9,4069842;-36,6466537;AL;PALMEIRA DOS ÍNDIOS
57608410;-9,406106;-36,6331433;AL;PALMEIRA DOS ÍNDIOS
57608415;-9,406106;-36,6331433;AL;PALMEIRA DOS ÍNDIOS
57608420;-9,406106;-36,6331433;AL;PALMEIRA DOS ÍNDIOS
57608430;-9,4037521;-36,6574417;AL;PALMEIRA DOS ÍNDIOS
57608440;-9,4042831;-36,6583033;AL;PALMEIRA DOS ÍNDIOS
57608450;-9,4036628;-36,6583324;AL;PALMEIRA DOS ÍNDIOS
57608460;-9,4022514;-36,6583797;AL;PALMEIRA DOS ÍNDIOS
57608470;-9,4021539;-36,6598515;AL;PALMEIRA DOS ÍNDIOS
