Cep;Latitude;Longitude;UF;Cidade
60015122;-3,7376274;-38,5394073;CE;FORTALEZA
60015123;-3,7370896;-38,5376794;CE;FORTALEZA
60015125;-3,7266078;-38,5388489;CE;FORTALEZA
60015128;-3,7266078;-38,5388489;CE;FORTALEZA
60015130;-3,7266078;-38,5388489;CE;FORTALEZA
60015140;-3,7245078;-38,5359193;CE;FORTALEZA
60015141;-3,7335024;-38,5386182;CE;FORTALEZA
60015142;-3,7266078;-38,5388489;CE;FORTALEZA
60015150;-3,7266078;-38,5388489;CE;FORTALEZA
60015160;-3,7266078;-38,5388489;CE;FORTALEZA
60015170;-3,7349597;-38,5402114;CE;FORTALEZA
60015180;-3,7352939;-38,5391395;CE;FORTALEZA
60015185;-3,7354474;-38,5385991;CE;FORTALEZA
60015190;-3,7353669;-38,5403282;CE;FORTALEZA
60015200;-3,7266078;-38,5388489;CE;FORTALEZA
60015205;-3,7266078;-38,5388489;CE;FORTALEZA
60015210;-3,7363163;-38,5394542;CE;FORTALEZA
60015220;-3,7194893;-38,5356097;CE;FORTALEZA
60015221;-3,7349597;-38,5402114;CE;FORTALEZA
60015230;-3,7236902;-38,5368594;CE;FORTALEZA
60015240;-3,7266078;-38,5388489;CE;FORTALEZA
60015250;-3,7286538;-38,5383608;CE;FORTALEZA
60015260;-3,7266078;-38,5388489;CE;FORTALEZA
60015270;-3,7266078;-38,5388489;CE;FORTALEZA
60015280;-3,7364524;-38,5400485;CE;FORTALEZA
60015290;-3,7401434;-38,5401276;CE;FORTALEZA
60015300;-3,7376723;-38,5375083;CE;FORTALEZA
60015320;-3,7382968;-38,5380843;CE;FORTALEZA
60015330;-3,7376274;-38,5394073;CE;FORTALEZA
60015331;-3,7378017;-38,5427585;CE;FORTALEZA
60015335;-3,7370851;-38,5415984;CE;FORTALEZA
60015340;-3,7400428;-38,5380834;CE;FORTALEZA
60015343;-3,7363504;-38,5389804;CE;FORTALEZA
60015345;-3,7381176;-38,5413805;CE;FORTALEZA
60015350;-3,7386136;-38,5384084;CE;FORTALEZA
60015355;-3,7375655;-38,5425509;CE;FORTALEZA
60015360;-3,7386766;-38,5376609;CE;FORTALEZA
60015370;-3,7390029;-38,5388945;CE;FORTALEZA
60015380;-3,7266078;-38,5388489;CE;FORTALEZA
60015390;-3,7392003;-38,5358595;CE;FORTALEZA
60015400;-3,7266078;-38,5388489;CE;FORTALEZA
60015410;-3,7404853;-38,5365973;CE;FORTALEZA
60015420;-3,7266078;-38,5388489;CE;FORTALEZA
60015430;-3,7266078;-38,5388489;CE;FORTALEZA
60015440;-3,7266078;-38,5388489;CE;FORTALEZA
60015450;-3,7266078;-38,5388489;CE;FORTALEZA
60015480;-3,7266078;-38,5388489;CE;FORTALEZA
60015490;-3,7266078;-38,5388489;CE;FORTALEZA
60015510;-3,7266078;-38,5388489;CE;FORTALEZA
60020000;-3,7337232;-38,5342241;CE;FORTALEZA
60020001;-3,733871;-38,5342;CE;FORTALEZA
60020010;-3,7450186;-38,5362227;CE;FORTALEZA
60020020;-3,7967539;-38,5160874;CE;FORTALEZA
60020030;-3,7232156;-38,5296098;CE;FORTALEZA
60020031;-3,7312669;-38,5319803;CE;FORTALEZA
60020040;-3,7450186;-38,5362227;CE;FORTALEZA
60020050;-3,7323536;-38,5336529;CE;FORTALEZA
60020055;-3,749025;-38,5385947;CE;FORTALEZA
60020060;-3,739245;-38,5347608;CE;FORTALEZA
60020061;-3,7458597;-38,5377472;CE;FORTALEZA
60020070;-3,7473532;-38,5392773;CE;FORTALEZA
60020080;-3,746874;-38,5398089;CE;FORTALEZA
60020090;-3,7432714;-38,5370316;CE;FORTALEZA
60020100;-3,7447294;-38,5387384;CE;FORTALEZA
60020110;-3,744422;-38,5390807;CE;FORTALEZA
60020120;-3,7432276;-38,5387302;CE;FORTALEZA
60020130;-3,7450186;-38,5362227;CE;FORTALEZA
60020140;-3,7450186;-38,5362227;CE;FORTALEZA
60020160;-3,7435178;-38,5400898;CE;FORTALEZA
60020170;-3,7450186;-38,5362227;CE;FORTALEZA
60020175;-3,7456972;-38,5434507;CE;FORTALEZA
60020180;-3,7393719;-38,5377192;CE;FORTALEZA
60020181;-3,7437834;-38,5416836;CE;FORTALEZA
60020190;-3,7384437;-38,5421908;CE;FORTALEZA
60020200;-3,7358259;-38,5357982;CE;FORTALEZA
60020210;-3,7450186;-38,5362227;CE;FORTALEZA
60020220;-3,7450186;-38,5362227;CE;FORTALEZA
60020230;-3,7450186;-38,5362227;CE;FORTALEZA
60020240;-3,7422572;-38,5341828;CE;FORTALEZA
60020250;-3,7406935;-38,5367322;CE;FORTALEZA
60020260;-3,7450186;-38,5362227;CE;FORTALEZA
60020270;-3,7435712;-38,5383427;CE;FORTALEZA
60020280;-3,744548;-38,538009;CE;FORTALEZA
60020290;-3,7433822;-38,540225;CE;FORTALEZA
60020292;-3,7450186;-38,5362227;CE;FORTALEZA
60020295;-3,7348149;-38,5440958;CE;FORTALEZA
60020300;-3,7448383;-38,5394678;CE;FORTALEZA
60020310;-3,7450186;-38,5362227;CE;FORTALEZA
60020320;-3,7445673;-38,5401974;CE;FORTALEZA
60020330;-3,7448117;-38,5403954;CE;FORTALEZA
60020340;-3,7450186;-38,5362227;CE;FORTALEZA
60020350;-3,7457528;-38,5410163;CE;FORTALEZA
60020351;-3,7523706;-38,5328086;CE;FORTALEZA
60020355;-3,7445155;-38,5448983;CE;FORTALEZA
60020360;-3,7387064;-38,542794;CE;FORTALEZA
60020370;-3,7450186;-38,5362227;CE;FORTALEZA
60020380;-3,7450186;-38,5362227;CE;FORTALEZA
60020390;-3,7450186;-38,5362227;CE;FORTALEZA
60020400;-3,7450186;-38,5362227;CE;FORTALEZA
60020410;-3,7450186;-38,5362227;CE;FORTALEZA
60020903;-3,7450186;-38,5362227;CE;FORTALEZA
60025000;-3,7341166;-38,5317881;CE;FORTALEZA
60025001;-3,7341303;-38,5317922;CE;FORTALEZA
60025002;-3,7384117;-38,5330142;CE;FORTALEZA
60025010;-3,7385844;-38,5344549;CE;FORTALEZA
60025020;-3,739245;-38,5347608;CE;FORTALEZA
60025030;-3,73622;-38,529657;CE;FORTALEZA
60025040;-3,73622;-38,529657;CE;FORTALEZA
60025050;-3,73622;-38,529657;CE;FORTALEZA
60025060;-3,7347146;-38,530971;CE;FORTALEZA
60025061;-3,7349595;-38,531039;CE;FORTALEZA
60025062;-3,7432211;-38,5336592;CE;FORTALEZA
60025065;-3,7425842;-38,5327342;CE;FORTALEZA
60025068;-3,7432816;-38,5324345;CE;FORTALEZA
60025070;-3,73622;-38,529657;CE;FORTALEZA
60025080;-3,73622;-38,529657;CE;FORTALEZA
60025090;-3,73622;-38,529657;CE;FORTALEZA
60025100;-3,7282246;-38,5279285;CE;FORTALEZA
60025101;-3,7396957;-38,5316626;CE;FORTALEZA
60025102;-3,73622;-38,529657;CE;FORTALEZA
60025103;-3,73622;-38,529657;CE;FORTALEZA
60025110;-3,7395325;-38,5310774;CE;FORTALEZA
60025120;-3,73622;-38,529657;CE;FORTALEZA
60025130;-3,7271;-38,5269562;CE;FORTALEZA
60025131;-3,7380667;-38,5305829;CE;FORTALEZA
60025140;-3,73622;-38,529657;CE;FORTALEZA
60025150;-3,7396957;-38,5316626;CE;FORTALEZA
60025160;-3,73622;-38,529657;CE;FORTALEZA
60025170;-3,73622;-38,529657;CE;FORTALEZA
60025180;-3,73622;-38,529657;CE;FORTALEZA
60025190;-3,73622;-38,529657;CE;FORTALEZA
60025200;-3,7425107;-38,5345159;CE;FORTALEZA
60025205;-3,7423624;-38,5345756;CE;FORTALEZA
60025210;-3,7351648;-38,5319589;CE;FORTALEZA
60025220;-3,73622;-38,529657;CE;FORTALEZA
60025230;-3,73622;-38,529657;CE;FORTALEZA
60025900;-3,73622;-38,529657;CE;FORTALEZA
60025902;-3,73622;-38,529657;CE;FORTALEZA
60025903;-3,73622;-38,529657;CE;FORTALEZA
60025905;-3,73622;-38,529657;CE;FORTALEZA
60030000;-3,7226835;-38,5362227;CE;FORTALEZA
60030010;-3,7229056;-38,5305827;CE;FORTALEZA
60030020;-3,7226835;-38,5362227;CE;FORTALEZA
60030030;-3,7253135;-38,5245587;CE;FORTALEZA
60030040;-3,7226835;-38,5362227;CE;FORTALEZA
60030050;-3,7216006;-38,5385648;CE;FORTALEZA
60030051;-3,7240079;-38,5309539;CE;FORTALEZA
60030052;-3,7204727;-38,5403782;CE;FORTALEZA
60030060;-3,7226835;-38,5362227;CE;FORTALEZA
60030070;-3,7226835;-38,5362227;CE;FORTALEZA
60030080;-3,7226835;-38,5362227;CE;FORTALEZA
60030090;-3,7272146;-38,5243329;CE;FORTALEZA
60030100;-3,7237503;-38,5345417;CE;FORTALEZA
60030101;-3,7237439;-38,5345606;CE;FORTALEZA
60030110;-3,7229538;-38,5372267;CE;FORTALEZA
60030120;-3,7237008;-38,5349453;CE;FORTALEZA
60030140;-3,7262748;-38,5305203;CE;FORTALEZA
60030141;-3,7248354;-38,5348687;CE;FORTALEZA
60030150;-3,7226835;-38,5362227;CE;FORTALEZA
60030160;-3,7261711;-38,5354303;CE;FORTALEZA
60030161;-3,727994;-38,5298612;CE;FORTALEZA
60030170;-3,7226835;-38,5362227;CE;FORTALEZA
